source_row,用户名,emotions,influence_of_emotions,text_species_mentions,feeling_correlated_to_text_species,text_activities_or_facilities,feeling_correlated_to_text_activities_or_facilities,comment_sentiment_score_0_to_1,raw_response,parse_ok,error
11,1天津市蓟州区盘山_小车迷,Disappointment; Contentment,Crowds and fatigue,[],[],Cable car; Hiking; Queueing,Cable car - Frustration; Hiking - Exhaustion; Queueing - Delay,0.65,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Disappointment"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Crowds and fatigue"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Cable car"",
      ""Hiking"",
      ""Queueing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car - Frustration"",
      ""Hiking - Exhaustion"",
      ""Queueing - Delay""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
12,1天津市蓟州区盘山_张家老飞侠,Appreciation; Satisfaction; Relaxation,Scenic beauty,[],[],cable car; farmhouse inn; fountain,cable car - Convenient; farmhouse inn - Comfortable; fountain - Scenic,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Appreciation"",
      ""Satisfaction"",
      ""Relaxation""
    ],
    ""influence_of_emotions"": ""Scenic beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""cable car"",
      ""farmhouse inn"",
      ""fountain""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""cable car - Convenient"",
      ""farmhouse inn - Comfortable"",
      ""fountain - Scenic""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
13,1天津市蓟州区盘山_叁剑飚血,Contentment; Annoyance,Crowd density,[],[],Queuing; Hiking; Ticket purchasing,Queuing - Frustration; Hiking - Recommendation; Ticket purchasing - Caution,0.65,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Annoyance""
    ],
    ""influence_of_emotions"": ""Crowd density"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Queuing"",
      ""Hiking"",
      ""Ticket purchasing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Queuing - Frustration"",
      ""Hiking - Recommendation"",
      ""Ticket purchasing - Caution""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
14,1天津市蓟州区盘山_旅行家系我,Relief; Amusement; Satisfaction,Unexpected delay,[],[],Bus ride; Highway travel; Traffic jam,Bus ride - Frustration; Highway travel - Surprise; Traffic jam - Annoyance,0.75,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Relief"",
      ""Amusement"",
      ""Satisfaction""
    ],
    ""influence_of_emotions"": ""Unexpected delay"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Bus ride"",
      ""Highway travel"",
      ""Traffic jam""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Bus ride - Frustration"",
      ""Highway travel - Surprise"",
      ""Traffic jam - Annoyance""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
15,1天津市蓟州区盘山_水晶石水晶石,Contentment; Appreciation,Shady shade,[],[],walking; photography; cable car; eco-friendly bus,walking - scenic viewing; photography - recommended; cable car - convenient; eco-friendly bus - alternative option,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Appreciation""
    ],
    ""influence_of_emotions"": ""Shady shade"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""walking"",
      ""photography"",
      ""cable car"",
      ""eco-friendly bus""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""walking - scenic viewing"",
      ""photography - recommended"",
      ""cable car - convenient"",
      ""eco-friendly bus - alternative option""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
16,1天津市蓟州区盘山_把剑长歌,Appreciation; Relief; Amusement,Scenery and effort,Oriental magpie-robin,Oriental magpie-robin - Joyful song,Hiking; Cable car,Hiking - Tiring but rewarding; Cable car - Convenient option,0.75,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Appreciation"",
      ""Relief"",
      ""Amusement""
    ],
    ""influence_of_emotions"": ""Scenery and effort"",
    ""text_species_mentions"": [
      ""Oriental magpie-robin""
    ],
    ""feeling_correlated_to_text_species"": [
      ""Oriental magpie-robin - Joyful song""
    ],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Cable car""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Tiring but rewarding"",
      ""Cable car - Convenient option""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
17,1天津市蓟州区盘山__CFT04873,Exhaustion; Gratitude; Caution,Physical fatigue,[],[],climbing Mount Pan Shan; visiting Wansong Temple; climbing Guayue Peak; riding cable car,climbing - too tiring; Wansong Temple - recommended stop; Guayue Peak - little scenery; cable car - long queue,0.65,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Exhaustion"",
      ""Gratitude"",
      ""Caution""
    ],
    ""influence_of_emotions"": ""Physical fatigue"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""climbing Mount Pan Shan"",
      ""visiting Wansong Temple"",
      ""climbing Guayue Peak"",
      ""riding cable car""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""climbing - too tiring"",
      ""Wansong Temple - recommended stop"",
      ""Guayue Peak - little scenery"",
      ""cable car - long queue""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
18,1天津市蓟州区盘山_水儿Doris,Admiration; Pride,Historical legacy,[],[],Tourism; Leisure; Cultural heritage,Tourism - Appreciation; Leisure - Relaxation; Cultural heritage - Pride,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Admiration"",
      ""Pride""
    ],
    ""influence_of_emotions"": ""Historical legacy"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Tourism"",
      ""Leisure"",
      ""Cultural heritage""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Tourism - Appreciation"",
      ""Leisure - Relaxation"",
      ""Cultural heritage - Pride""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
19,1天津市蓟州区盘山_海纳百川,Awe; Admiration,Grandeur of peaks,[],[],Climbing peaks; Viewing sunrise; Viewing city lights; Visiting temple; Listening to bell tolls; Observing mountain formations,Climbing - Awe; Sunrise - Wonder; City lights - Beauty; Temple - Reverence; Bell - Serenity; Mountain formations - Admiration,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Awe"",
      ""Admiration""
    ],
    ""influence_of_emotions"": ""Grandeur of peaks"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Climbing peaks"",
      ""Viewing sunrise"",
      ""Viewing city lights"",
      ""Visiting temple"",
      ""Listening to bell tolls"",
      ""Observing mountain formations""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Climbing - Awe"",
      ""Sunrise - Wonder"",
      ""City lights - Beauty"",
      ""Temple - Reverence"",
      ""Bell - Serenity"",
      ""Mountain formations - Admiration""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
20,1天津市蓟州区盘山_海纳百川,Admiration; Pride,Historical grandeur,[],[],visiting temples; climbing mountains; reading poetry; royal tours,temples - reverence; mountains - awe; poetry - inspiration; tours - appreciation,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Admiration"",
      ""Pride""
    ],
    ""influence_of_emotions"": ""Historical grandeur"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""visiting temples"",
      ""climbing mountains"",
      ""reading poetry"",
      ""royal tours""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""temples - reverence"",
      ""mountains - awe"",
      ""poetry - inspiration"",
      ""tours - appreciation""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
21,1天津市蓟州区盘山_果汁分你一半,Admiration; Pride; Contentment,Historical grandeur,[],[],hiking; visiting scenic spots; reading poetry; cultural exploration,hiking - awe; visiting scenic spots - pride; reading poetry - appreciation; cultural exploration - fascination,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Admiration"",
      ""Pride"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Historical grandeur"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""hiking"",
      ""visiting scenic spots"",
      ""reading poetry"",
      ""cultural exploration""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""hiking - awe"",
      ""visiting scenic spots - pride"",
      ""reading poetry - appreciation"",
      ""cultural exploration - fascination""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
22,1天津市蓟州区盘山_绝对正经人,Admiration; Contentment,Historical grandeur,[],[],hiking; cultural tourism,hiking - awe; cultural tourism - appreciation,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Admiration"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Historical grandeur"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""hiking"",
      ""cultural tourism""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""hiking - awe"",
      ""cultural tourism - appreciation""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
23,1天津市蓟州区盘山_老少皆宜程世荣,Contentment; Anticipation,Quiet atmosphere,[],[],Visiting; Touring,Visiting - Appreciation; Touring - Anticipation,0.75,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Anticipation""
    ],
    ""influence_of_emotions"": ""Quiet atmosphere"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Visiting"",
      ""Touring""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Visiting - Appreciation"",
      ""Touring - Anticipation""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
24,1天津市蓟州区盘山_果汁分你一半,Awe; Contentment,Scenic beauty,pine tree,pine tree - peaceful presence,hiking; waterfalls; scenic viewing,hiking - serene exploration; waterfalls - refreshing sight; scenic viewing - awe-inspiring,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Awe"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Scenic beauty"",
    ""text_species_mentions"": [
      ""pine tree""
    ],
    ""feeling_correlated_to_text_species"": [
      ""pine tree - peaceful presence""
    ],
    ""text_activities_or_facilities"": [
      ""hiking"",
      ""waterfalls"",
      ""scenic viewing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""hiking - serene exploration"",
      ""waterfalls - refreshing sight"",
      ""scenic viewing - awe-inspiring""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
25,1天津市蓟州区盘山_钱的女人,Gratitude; Contentment; Excitement,Overcoming regret,[],[],cable car ride; hiking; night view,cable car ride - highly recommended; hiking - enjoyable and relaxing; night view - peaceful beauty,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Gratitude"",
      ""Contentment"",
      ""Excitement""
    ],
    ""influence_of_emotions"": ""Overcoming regret"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""cable car ride"",
      ""hiking"",
      ""night view""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""cable car ride - highly recommended"",
      ""hiking - enjoyable and relaxing"",
      ""night view - peaceful beauty""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
26,1天津市蓟州区盘山_五岳之首山山,Contentment; Gratitude; Amusement,Family outing success,fish,fish - feeding pleasure,hiking; fountain; waterfall; artificial lake; parking lot; food and drink stalls,hiking - scenic view; fountain - cultural interest; waterfall - beautiful scenery; artificial lake - fun activity; parking lot - convenient; food and drink stalls - practical but advised against on-site purchase,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Gratitude"",
      ""Amusement""
    ],
    ""influence_of_emotions"": ""Family outing success"",
    ""text_species_mentions"": [
      ""fish""
    ],
    ""feeling_correlated_to_text_species"": [
      ""fish - feeding pleasure""
    ],
    ""text_activities_or_facilities"": [
      ""hiking"",
      ""fountain"",
      ""waterfall"",
      ""artificial lake"",
      ""parking lot"",
      ""food and drink stalls""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""hiking - scenic view"",
      ""fountain - cultural interest"",
      ""waterfall - beautiful scenery"",
      ""artificial lake - fun activity"",
      ""parking lot - convenient"",
      ""food and drink stalls - practical but advised against on-site purchase""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
27,1天津市蓟州区盘山_爱旅游的小敏子,Contentment; Excitement; Romance,Scenic beauty,[],[],Mountain climbing; Couples visiting,Mountain climbing - Exhaustion but happiness; Couples visiting - Romantic and charming,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Excitement"",
      ""Romance""
    ],
    ""influence_of_emotions"": ""Scenic beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Mountain climbing"",
      ""Couples visiting""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Mountain climbing - Exhaustion but happiness"",
      ""Couples visiting - Romantic and charming""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
28,1天津市蓟州区盘山_M512101,Excitement; Appreciation; Contentment,Nature beauty,[],[],Hiking; Pan Mountain annual pass,Hiking - Pride and leadership; Pan Mountain annual pass - Joy of exploration,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Excitement"",
      ""Appreciation"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Nature beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Pan Mountain annual pass""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Pride and leadership"",
      ""Pan Mountain annual pass - Joy of exploration""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
29,1天津市蓟州区盘山_天下逍遥郎,Disappointment; Concern; Dissatisfaction,"High cost, poor value",centipede-like insect,Centipede-like insect - Nausea,Mountain hiking; Cable car; Scenic bus; Ticket check; Viewing pavilion; Flowing light舍利塔 (Lighting舍利 Tower); Walking downhill,Mountain hiking - Boring/Unremarkable; Cable car - Convenient but expensive; Scenic bus - Part of ticket package; Ticket check - Necessary procedure; Viewing pavilion - Reached but scenery not impressive; Flowing light舍利塔 - Not a highlight; Walking downhill - Recommended over cable car for savings,0.25,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Disappointment"",
      ""Concern"",
      ""Dissatisfaction""
    ],
    ""influence_of_emotions"": ""High cost, poor value"",
    ""text_species_mentions"": [
      ""centipede-like insect""
    ],
    ""feeling_correlated_to_text_species"": [
      ""Centipede-like insect - Nausea""
    ],
    ""text_activities_or_facilities"": [
      ""Mountain hiking"",
      ""Cable car"",
      ""Scenic bus"",
      ""Ticket check"",
      ""Viewing pavilion"",
      ""Flowing light舍利塔 (Lighting舍利 Tower)"",
      ""Walking downhill""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Mountain hiking - Boring/Unremarkable"",
      ""Cable car - Convenient but expensive"",
      ""Scenic bus - Part of ticket package"",
      ""Ticket check - Necessary procedure"",
      ""Viewing pavilion - Reached but scenery not impressive"",
      ""Flowing light舍利塔 - Not a highlight"",
      ""Walking downhill - Recommended over cable car for savings""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.25
    }
  }
}",True,
